#leg_nb , airport_dep , date_dep , hour_dep , airport_arr , date_arr , hour_arr
LEG_01_0 , BASE1 , 2000-01-01 , 12:00 , AIR1 , 2000-01-01 , 13:13
LEG_17_10 , BASE2 , 2000-01-17 , 21:16 , AIR11 , 2000-01-17 , 23:06
LEG_17_11 , AIR8 , 2000-01-17 , 12:40 , BASE1 , 2000-01-17 , 14:30
LEG_17_12 , BASE1 , 2000-01-17 , 15:24 , AIR9 , 2000-01-17 , 18:32
LEG_17_13 , BASE1 , 2000-01-17 , 18:30 , AIR9 , 2000-01-17 , 21:36
LEG_17_14 , AIR10 , 2000-01-17 , 14:20 , BASE1 , 2000-01-17 , 16:49
LEG_17_15 , AIR9 , 2000-01-17 , 17:05 , BASE2 , 2000-01-17 , 19:44
LEG_17_16 , BASE2 , 2000-01-17 , 21:06 , AIR4 , 2000-01-17 , 22:06
LEG_17_17 , BASE2 , 2000-01-17 , 00:59 , AIR2 , 2000-01-17 , 01:52
LEG_17_18 , AIR2 , 2000-01-17 , 19:30 , BASE1 , 2000-01-17 , 20:54
LEG_17_19 , BASE1 , 2000-01-17 , 22:01 , AIR10 , 2000-01-18 , 00:47
LEG_17_20 , BASE3 , 2000-01-17 , 14:05 , AIR9 , 2000-01-17 , 15:55
LEG_17_21 , AIR9 , 2000-01-17 , 19:20 , BASE3 , 2000-01-17 , 21:18
LEG_17_22 , AIR9 , 2000-01-17 , 23:05 , BASE3 , 2000-01-18 , 00:58
LEG_17_23 , BASE2 , 2000-01-17 , 17:47 , AIR2 , 2000-01-17 , 18:34
LEG_17_24 , AIR6 , 2000-01-17 , 14:00 , BASE2 , 2000-01-17 , 16:41
LEG_17_25 , BASE3 , 2000-01-17 , 22:20 , AIR6 , 2000-01-18 , 00:21
LEG_17_26 , AIR2 , 2000-01-17 , 11:10 , BASE2 , 2000-01-17 , 11:57
LEG_17_27 , BASE2 , 2000-01-17 , 13:12 , AIR17 , 2000-01-17 , 14:25
LEG_17_28 , AIR17 , 2000-01-17 , 15:40 , BASE2 , 2000-01-17 , 16:54
LEG_17_29 , BASE2 , 2000-01-17 , 17:56 , AIR5 , 2000-01-17 , 19:10
LEG_17_30 , BASE2 , 2000-01-17 , 16:13 , AIR3 , 2000-01-17 , 16:59
LEG_17_31 , BASE2 , 2000-01-17 , 23:26 , AIR8 , 2000-01-18 , 02:33
LEG_17_32 , AIR2 , 2000-01-17 , 21:00 , BASE2 , 2000-01-17 , 21:51
LEG_17_33 , AIR11 , 2000-01-17 , 00:00 , BASE2 , 2000-01-17 , 01:55
LEG_18_0 , AIR3 , 2000-01-18 , 17:45 , BASE2 , 2000-01-18 , 18:27
LEG_18_1 , BASE2 , 2000-01-18 , 19:24 , AIR2 , 2000-01-18 , 20:15
LEG_18_2 , AIR13 , 2000-01-18 , 13:20 , BASE2 , 2000-01-18 , 15:18
LEG_18_3 , BASE2 , 2000-01-18 , 10:41 , AIR13 , 2000-01-18 , 12:22
LEG_18_4 , AIR5 , 2000-01-18 , 20:35 , BASE2 , 2000-01-18 , 21:49
LEG_18_5 , BASE2 , 2000-01-18 , 23:11 , AIR4 , 2000-01-19 , 00:22
LEG_18_6 , AIR4 , 2000-01-18 , 23:00 , BASE2 , 2000-01-19 , 00:09
LEG_18_7 , BASE2 , 2000-01-18 , 14:21 , AIR6 , 2000-01-18 , 16:54
LEG_18_8 , AIR4 , 2000-01-18 , 12:20 , BASE2 , 2000-01-18 , 13:26
LEG_18_9 , AIR6 , 2000-01-18 , 17:40 , BASE2 , 2000-01-18 , 20:23
LEG_18_10 , BASE2 , 2000-01-18 , 21:16 , AIR11 , 2000-01-18 , 23:06
LEG_18_11 , AIR8 , 2000-01-18 , 12:40 , BASE1 , 2000-01-18 , 14:30
LEG_18_12 , BASE1 , 2000-01-18 , 15:24 , AIR9 , 2000-01-18 , 18:32
LEG_18_13 , BASE1 , 2000-01-18 , 18:30 , AIR9 , 2000-01-18 , 21:36
LEG_18_14 , AIR10 , 2000-01-18 , 14:20 , BASE1 , 2000-01-18 , 16:49
LEG_18_15 , AIR9 , 2000-01-18 , 17:05 , BASE2 , 2000-01-18 , 19:44
LEG_18_16 , BASE2 , 2000-01-18 , 21:06 , AIR4 , 2000-01-18 , 22:06
LEG_18_17 , BASE2 , 2000-01-18 , 00:59 , AIR2 , 2000-01-18 , 01:52
LEG_18_18 , AIR2 , 2000-01-18 , 19:30 , BASE1 , 2000-01-18 , 20:54
LEG_18_19 , BASE1 , 2000-01-18 , 22:01 , AIR10 , 2000-01-19 , 00:47
LEG_18_20 , BASE3 , 2000-01-18 , 14:05 , AIR9 , 2000-01-18 , 15:55
LEG_18_21 , AIR9 , 2000-01-18 , 19:20 , BASE3 , 2000-01-18 , 21:18
LEG_18_22 , AIR9 , 2000-01-18 , 23:05 , BASE3 , 2000-01-19 , 00:58
LEG_18_23 , BASE2 , 2000-01-18 , 17:47 , AIR2 , 2000-01-18 , 18:34
LEG_18_24 , AIR6 , 2000-01-18 , 14:00 , BASE2 , 2000-01-18 , 16:41
LEG_18_25 , BASE3 , 2000-01-18 , 22:20 , AIR6 , 2000-01-19 , 00:21
LEG_18_26 , AIR2 , 2000-01-18 , 11:10 , BASE2 , 2000-01-18 , 11:57
LEG_18_27 , BASE2 , 2000-01-18 , 13:12 , AIR17 , 2000-01-18 , 14:25
LEG_18_28 , AIR17 , 2000-01-18 , 15:40 , BASE2 , 2000-01-18 , 16:54
LEG_18_29 , BASE2 , 2000-01-18 , 17:56 , AIR5 , 2000-01-18 , 19:10
LEG_18_30 , BASE2 , 2000-01-18 , 16:13 , AIR3 , 2000-01-18 , 16:59
LEG_18_31 , BASE2 , 2000-01-18 , 23:26 , AIR8 , 2000-01-19 , 02:33
LEG_18_32 , AIR2 , 2000-01-18 , 21:00 , BASE2 , 2000-01-18 , 21:51
LEG_18_33 , AIR11 , 2000-01-18 , 00:00 , BASE2 , 2000-01-18 , 01:55
LEG_19_0 , AIR3 , 2000-01-19 , 17:45 , BASE2 , 2000-01-19 , 18:27
LEG_19_1 , AIR13 , 2000-01-19 , 13:20 , BASE2 , 2000-01-19 , 15:18
LEG_19_2 , BASE2 , 2000-01-19 , 10:41 , AIR13 , 2000-01-19 , 12:22
LEG_19_3 , BASE2 , 2000-01-19 , 14:21 , AIR6 , 2000-01-19 , 16:54
LEG_19_4 , AIR4 , 2000-01-19 , 12:20 , BASE2 , 2000-01-19 , 13:26
LEG_19_5 , AIR6 , 2000-01-19 , 17:40 , BASE2 , 2000-01-19 , 20:23
LEG_19_6 , AIR8 , 2000-01-19 , 12:40 , BASE1 , 2000-01-19 , 14:30
LEG_19_7 , BASE1 , 2000-01-19 , 15:24 , AIR9 , 2000-01-19 , 18:32
LEG_19_8 , BASE1 , 2000-01-19 , 18:30 , AIR9 , 2000-01-19 , 21:36
LEG_19_9 , AIR10 , 2000-01-19 , 14:20 , BASE1 , 2000-01-19 , 16:49
LEG_19_10 , AIR1 , 2000-01-19 , 23:00 , BASE2 , 2000-01-20 , 00:17
LEG_19_11 , AIR9 , 2000-01-19 , 17:05 , BASE2 , 2000-01-19 , 19:44
LEG_19_12 , BASE2 , 2000-01-19 , 00:59 , AIR2 , 2000-01-19 , 01:52
LEG_19_13 , AIR14 , 2000-01-19 , 22:40 , BASE1 , 2000-01-20 , 00:41
LEG_19_14 , AIR2 , 2000-01-19 , 19:30 , BASE1 , 2000-01-19 , 20:54
LEG_19_15 , BASE1 , 2000-01-19 , 22:01 , AIR10 , 2000-01-20 , 00:47
LEG_19_16 , BASE3 , 2000-01-19 , 14:05 , AIR9 , 2000-01-19 , 15:55
LEG_19_17 , AIR9 , 2000-01-19 , 19:20 , BASE3 , 2000-01-19 , 21:18
LEG_19_18 , AIR9 , 2000-01-19 , 23:05 , BASE3 , 2000-01-20 , 00:58
LEG_19_19 , BASE2 , 2000-01-19 , 17:47 , AIR2 , 2000-01-19 , 18:34
LEG_19_20 , AIR6 , 2000-01-19 , 14:00 , BASE2 , 2000-01-19 , 16:41
LEG_19_21 , BASE3 , 2000-01-19 , 22:20 , AIR6 , 2000-01-20 , 00:21
LEG_19_22 , BASE2 , 2000-01-19 , 20:57 , AIR14 , 2000-01-19 , 21:48
LEG_19_23 , AIR2 , 2000-01-19 , 11:10 , BASE2 , 2000-01-19 , 11:57
LEG_19_24 , BASE2 , 2000-01-19 , 20:55 , AIR1 , 2000-01-19 , 22:09
LEG_19_25 , AIR12 , 2000-01-19 , 17:00 , BASE2 , 2000-01-19 , 19:52
LEG_19_26 , BASE2 , 2000-01-19 , 12:59 , AIR12 , 2000-01-19 , 15:46
LEG_19_27 , BASE2 , 2000-01-19 , 16:13 , AIR3 , 2000-01-19 , 16:59
LEG_19_28 , BASE2 , 2000-01-19 , 19:21 , AIR8 , 2000-01-19 , 22:27
LEG_19_29 , AIR11 , 2000-01-19 , 00:00 , BASE2 , 2000-01-19 , 01:55
LEG_20_0 , AIR15 , 2000-01-20 , 21:05 , BASE1 , 2000-01-21 , 00:21
LEG_20_1 , AIR2 , 2000-01-20 , 11:40 , BASE1 , 2000-01-20 , 13:07
LEG_20_2 , BASE1 , 2000-01-20 , 12:18 , AIR16 , 2000-01-20 , 13:47
LEG_20_3 , BASE2 , 2000-01-20 , 21:19 , AIR7 , 2000-01-20 , 23:04
LEG_20_4 , AIR5 , 2000-01-20 , 20:35 , BASE2 , 2000-01-20 , 21:49
LEG_20_5 , AIR4 , 2000-01-20 , 23:00 , BASE2 , 2000-01-21 , 00:09
LEG_20_6 , AIR8 , 2000-01-20 , 12:40 , BASE1 , 2000-01-20 , 14:30
LEG_20_7 , BASE1 , 2000-01-20 , 15:24 , AIR9 , 2000-01-20 , 18:32
LEG_20_8 , BASE1 , 2000-01-20 , 18:30 , AIR9 , 2000-01-20 , 21:36
LEG_20_9 , AIR10 , 2000-01-20 , 14:20 , BASE1 , 2000-01-20 , 16:49
LEG_20_10 , AIR9 , 2000-01-20 , 17:05 , BASE2 , 2000-01-20 , 19:44
LEG_20_11 , BASE2 , 2000-01-20 , 21:06 , AIR4 , 2000-01-20 , 22:06
LEG_20_12 , BASE2 , 2000-01-20 , 00:59 , AIR2 , 2000-01-20 , 01:52
LEG_20_13 , BASE2 , 2000-01-20 , 17:53 , AIR15 , 2000-01-20 , 19:45
LEG_20_14 , AIR16 , 2000-01-20 , 14:55 , BASE2 , 2000-01-20 , 16:47
LEG_20_15 , AIR2 , 2000-01-20 , 19:30 , BASE1 , 2000-01-20 , 20:54
LEG_20_16 , BASE1 , 2000-01-20 , 22:01 , AIR10 , 2000-01-21 , 00:47
LEG_20_17 , BASE1 , 2000-01-20 , 15:10 , BASE2 , 2000-01-20 , 16:52
LEG_20_18 , BASE3 , 2000-01-20 , 14:05 , AIR9 , 2000-01-20 , 15:55
LEG_20_19 , AIR9 , 2000-01-20 , 19:20 , BASE3 , 2000-01-20 , 21:18
LEG_20_20 , AIR9 , 2000-01-20 , 23:05 , BASE3 , 2000-01-21 , 00:58
LEG_20_21 , BASE2 , 2000-01-20 , 17:47 , AIR2 , 2000-01-20 , 18:34
LEG_20_22 , AIR6 , 2000-01-20 , 14:00 , BASE2 , 2000-01-20 , 16:41
LEG_20_23 , BASE3 , 2000-01-20 , 22:20 , AIR6 , 2000-01-21 , 00:21
LEG_20_24 , BASE2 , 2000-01-20 , 17:56 , AIR5 , 2000-01-20 , 19:10
LEG_20_25 , AIR12 , 2000-01-20 , 17:00 , BASE2 , 2000-01-20 , 19:52
LEG_20_26 , BASE2 , 2000-01-20 , 12:59 , AIR12 , 2000-01-20 , 15:46
LEG_20_27 , BASE2 , 2000-01-20 , 23:26 , AIR8 , 2000-01-21 , 02:33
LEG_21_0 , BASE1 , 2000-01-21 , 12:00 , AIR1 , 2000-01-21 , 13:13
LEG_21_1 , AIR1 , 2000-01-21 , 14:05 , BASE2 , 2000-01-21 , 15:19
LEG_21_2 , AIR3 , 2000-01-21 , 17:45 , BASE2 , 2000-01-21 , 18:27
LEG_21_3 , BASE2 , 2000-01-21 , 19:24 , AIR2 , 2000-01-21 , 20:15
LEG_21_4 , AIR5 , 2000-01-21 , 20:35 , BASE2 , 2000-01-21 , 21:49
LEG_21_5 , BASE2 , 2000-01-21 , 23:11 , AIR4 , 2000-01-22 , 00:22
LEG_21_6 , AIR4 , 2000-01-21 , 23:00 , BASE2 , 2000-01-22 , 00:09
LEG_21_7 , BASE2 , 2000-01-21 , 14:21 , AIR6 , 2000-01-21 , 16:54
LEG_21_8 , AIR6 , 2000-01-21 , 17:40 , BASE2 , 2000-01-21 , 20:23
LEG_21_9 , BASE2 , 2000-01-21 , 21:16 , AIR11 , 2000-01-21 , 23:06
LEG_21_10 , AIR8 , 2000-01-21 , 12:40 , BASE1 , 2000-01-21 , 14:30
LEG_21_11 , BASE1 , 2000-01-21 , 15:24 , AIR9 , 2000-01-21 , 18:32
LEG_21_12 , BASE1 , 2000-01-21 , 18:30 , AIR9 , 2000-01-21 , 21:36
LEG_21_13 , AIR10 , 2000-01-21 , 14:20 , BASE1 , 2000-01-21 , 16:49
LEG_21_14 , AIR9 , 2000-01-21 , 17:05 , BASE2 , 2000-01-21 , 19:44
LEG_21_15 , BASE2 , 2000-01-21 , 21:06 , AIR4 , 2000-01-21 , 22:06
LEG_21_16 , BASE2 , 2000-01-21 , 00:59 , AIR2 , 2000-01-21 , 01:52
LEG_21_17 , AIR2 , 2000-01-21 , 19:30 , BASE1 , 2000-01-21 , 20:54
LEG_21_18 , BASE1 , 2000-01-21 , 22:01 , AIR10 , 2000-01-22 , 00:47
LEG_21_19 , BASE3 , 2000-01-21 , 14:05 , AIR9 , 2000-01-21 , 15:55
LEG_21_20 , AIR9 , 2000-01-21 , 19:20 , BASE3 , 2000-01-21 , 21:18
LEG_21_21 , AIR9 , 2000-01-21 , 23:05 , BASE3 , 2000-01-22 , 00:58
LEG_21_22 , BASE2 , 2000-01-21 , 17:47 , AIR2 , 2000-01-21 , 18:34
LEG_21_23 , AIR6 , 2000-01-21 , 14:00 , BASE2 , 2000-01-21 , 16:41
LEG_21_24 , BASE3 , 2000-01-21 , 22:20 , AIR6 , 2000-01-22 , 00:21
LEG_21_25 , AIR2 , 2000-01-21 , 11:10 , BASE2 , 2000-01-21 , 11:57
LEG_21_26 , BASE2 , 2000-01-21 , 13:12 , AIR17 , 2000-01-21 , 14:25
LEG_21_27 , AIR17 , 2000-01-21 , 15:40 , BASE2 , 2000-01-21 , 16:54
LEG_21_28 , BASE2 , 2000-01-21 , 17:56 , AIR5 , 2000-01-21 , 19:10
LEG_21_29 , BASE2 , 2000-01-21 , 16:13 , AIR3 , 2000-01-21 , 16:59
LEG_21_30 , AIR7 , 2000-01-21 , 10:10 , BASE2 , 2000-01-21 , 12:11
LEG_21_31 , BASE2 , 2000-01-21 , 23:26 , AIR8 , 2000-01-22 , 02:33
LEG_21_32 , AIR2 , 2000-01-21 , 21:00 , BASE2 , 2000-01-21 , 21:51
LEG_22_0 , AIR3 , 2000-01-22 , 17:45 , BASE2 , 2000-01-22 , 18:27
LEG_22_1 , BASE2 , 2000-01-22 , 19:24 , AIR2 , 2000-01-22 , 20:15
LEG_22_2 , AIR13 , 2000-01-22 , 13:20 , BASE2 , 2000-01-22 , 15:18
LEG_22_3 , BASE2 , 2000-01-22 , 10:41 , AIR13 , 2000-01-22 , 12:22
LEG_22_4 , AIR5 , 2000-01-22 , 20:35 , BASE2 , 2000-01-22 , 21:49
LEG_22_5 , BASE2 , 2000-01-22 , 23:11 , AIR4 , 2000-01-23 , 00:22
LEG_22_6 , AIR4 , 2000-01-22 , 23:00 , BASE2 , 2000-01-23 , 00:09
LEG_22_7 , BASE2 , 2000-01-22 , 14:21 , AIR6 , 2000-01-22 , 16:54
LEG_22_8 , AIR4 , 2000-01-22 , 12:20 , BASE2 , 2000-01-22 , 13:26
LEG_22_9 , AIR6 , 2000-01-22 , 17:40 , BASE2 , 2000-01-22 , 20:23
LEG_22_10 , BASE2 , 2000-01-22 , 21:16 , AIR11 , 2000-01-22 , 23:06
LEG_22_11 , AIR8 , 2000-01-22 , 12:40 , BASE1 , 2000-01-22 , 14:30
LEG_22_12 , BASE1 , 2000-01-22 , 15:24 , AIR9 , 2000-01-22 , 18:32
LEG_22_13 , BASE1 , 2000-01-22 , 18:30 , AIR9 , 2000-01-22 , 21:36
LEG_22_14 , AIR10 , 2000-01-22 , 14:20 , BASE1 , 2000-01-22 , 16:49
LEG_22_15 , AIR9 , 2000-01-22 , 17:05 , BASE2 , 2000-01-22 , 19:44
LEG_22_16 , BASE2 , 2000-01-22 , 21:06 , AIR4 , 2000-01-22 , 22:06
LEG_22_17 , BASE2 , 2000-01-22 , 00:59 , AIR2 , 2000-01-22 , 01:52
LEG_22_18 , AIR2 , 2000-01-22 , 19:30 , BASE1 , 2000-01-22 , 20:54
LEG_22_19 , BASE1 , 2000-01-22 , 22:01 , AIR10 , 2000-01-23 , 00:47
LEG_22_20 , BASE3 , 2000-01-22 , 14:05 , AIR9 , 2000-01-22 , 15:55
LEG_22_21 , AIR9 , 2000-01-22 , 19:20 , BASE3 , 2000-01-22 , 21:18
LEG_22_22 , AIR9 , 2000-01-22 , 23:05 , BASE3 , 2000-01-23 , 00:58
LEG_22_23 , BASE2 , 2000-01-22 , 17:47 , AIR2 , 2000-01-22 , 18:34
LEG_22_24 , AIR6 , 2000-01-22 , 14:00 , BASE2 , 2000-01-22 , 16:41
LEG_22_25 , BASE3 , 2000-01-22 , 22:20 , AIR6 , 2000-01-23 , 00:21
LEG_22_26 , AIR2 , 2000-01-22 , 11:10 , BASE2 , 2000-01-22 , 11:57
LEG_22_27 , BASE2 , 2000-01-22 , 13:12 , AIR17 , 2000-01-22 , 14:25
LEG_22_28 , AIR17 , 2000-01-22 , 15:40 , BASE2 , 2000-01-22 , 16:54
LEG_22_29 , BASE2 , 2000-01-22 , 17:56 , AIR5 , 2000-01-22 , 19:10
LEG_22_30 , BASE2 , 2000-01-22 , 16:13 , AIR3 , 2000-01-22 , 16:59
LEG_22_31 , BASE2 , 2000-01-22 , 23:26 , AIR8 , 2000-01-23 , 02:33
LEG_22_32 , AIR2 , 2000-01-22 , 21:00 , BASE2 , 2000-01-22 , 21:51
LEG_22_33 , AIR11 , 2000-01-22 , 00:00 , BASE2 , 2000-01-22 , 01:55
LEG_23_0 , AIR3 , 2000-01-23 , 17:45 , BASE2 , 2000-01-23 , 18:27
LEG_23_1 , BASE2 , 2000-01-23 , 19:24 , AIR2 , 2000-01-23 , 20:15
LEG_23_2 , AIR13 , 2000-01-23 , 13:20 , BASE2 , 2000-01-23 , 15:18
LEG_23_3 , BASE2 , 2000-01-23 , 10:41 , AIR13 , 2000-01-23 , 12:22
LEG_23_4 , AIR5 , 2000-01-23 , 20:35 , BASE2 , 2000-01-23 , 21:49
LEG_23_5 , BASE2 , 2000-01-23 , 23:11 , AIR4 , 2000-01-24 , 00:22
LEG_23_6 , AIR4 , 2000-01-23 , 23:00 , BASE2 , 2000-01-24 , 00:09
LEG_23_7 , BASE2 , 2000-01-23 , 14:21 , AIR6 , 2000-01-23 , 16:54
LEG_23_8 , AIR4 , 2000-01-23 , 12:20 , BASE2 , 2000-01-23 , 13:26
LEG_23_9 , AIR6 , 2000-01-23 , 17:40 , BASE2 , 2000-01-23 , 20:23
LEG_23_10 , BASE2 , 2000-01-23 , 21:16 , AIR11 , 2000-01-23 , 23:06
LEG_23_11 , AIR8 , 2000-01-23 , 12:40 , BASE1 , 2000-01-23 , 14:30
LEG_23_12 , BASE1 , 2000-01-23 , 15:24 , AIR9 , 2000-01-23 , 18:32
LEG_23_13 , BASE1 , 2000-01-23 , 18:30 , AIR9 , 2000-01-23 , 21:36
LEG_23_14 , AIR10 , 2000-01-23 , 14:20 , BASE1 , 2000-01-23 , 16:49
LEG_23_15 , AIR9 , 2000-01-23 , 17:05 , BASE2 , 2000-01-23 , 19:44
LEG_23_16 , BASE2 , 2000-01-23 , 21:06 , AIR4 , 2000-01-23 , 22:06
LEG_23_17 , BASE2 , 2000-01-23 , 00:59 , AIR2 , 2000-01-23 , 01:52
LEG_23_18 , AIR2 , 2000-01-23 , 19:30 , BASE1 , 2000-01-23 , 20:54
LEG_23_19 , BASE1 , 2000-01-23 , 22:01 , AIR10 , 2000-01-24 , 00:47
LEG_23_20 , BASE3 , 2000-01-23 , 14:05 , AIR9 , 2000-01-23 , 15:55
LEG_23_21 , AIR9 , 2000-01-23 , 19:20 , BASE3 , 2000-01-23 , 21:18
LEG_23_22 , AIR9 , 2000-01-23 , 23:05 , BASE3 , 2000-01-24 , 00:58
LEG_23_23 , BASE2 , 2000-01-23 , 17:47 , AIR2 , 2000-01-23 , 18:34
LEG_23_24 , AIR6 , 2000-01-23 , 14:00 , BASE2 , 2000-01-23 , 16:41
LEG_23_25 , BASE3 , 2000-01-23 , 22:20 , AIR6 , 2000-01-24 , 00:21
LEG_23_26 , AIR2 , 2000-01-23 , 11:10 , BASE2 , 2000-01-23 , 11:57
LEG_23_27 , BASE2 , 2000-01-23 , 13:12 , AIR17 , 2000-01-23 , 14:25
LEG_23_28 , AIR17 , 2000-01-23 , 15:40 , BASE2 , 2000-01-23 , 16:54
LEG_23_29 , BASE2 , 2000-01-23 , 17:56 , AIR5 , 2000-01-23 , 19:10
LEG_23_30 , BASE2 , 2000-01-23 , 16:13 , AIR3 , 2000-01-23 , 16:59
LEG_23_31 , BASE2 , 2000-01-23 , 23:26 , AIR8 , 2000-01-24 , 02:33
LEG_23_32 , AIR2 , 2000-01-23 , 21:00 , BASE2 , 2000-01-23 , 21:51
LEG_23_33 , AIR11 , 2000-01-23 , 00:00 , BASE2 , 2000-01-23 , 01:55
LEG_24_0 , AIR3 , 2000-01-24 , 17:45 , BASE2 , 2000-01-24 , 18:27
LEG_24_1 , BASE2 , 2000-01-24 , 19:24 , AIR2 , 2000-01-24 , 20:15
LEG_24_2 , AIR13 , 2000-01-24 , 13:20 , BASE2 , 2000-01-24 , 15:18
LEG_24_3 , BASE2 , 2000-01-24 , 10:41 , AIR13 , 2000-01-24 , 12:22
LEG_24_4 , AIR5 , 2000-01-24 , 20:35 , BASE2 , 2000-01-24 , 21:49
LEG_24_5 , BASE2 , 2000-01-24 , 23:11 , AIR4 , 2000-01-25 , 00:22
LEG_24_6 , AIR4 , 2000-01-24 , 23:00 , BASE2 , 2000-01-25 , 00:09
LEG_24_7 , BASE2 , 2000-01-24 , 14:21 , AIR6 , 2000-01-24 , 16:54
LEG_24_8 , AIR4 , 2000-01-24 , 12:20 , BASE2 , 2000-01-24 , 13:26
LEG_24_9 , AIR6 , 2000-01-24 , 17:40 , BASE2 , 2000-01-24 , 20:23
LEG_24_10 , BASE2 , 2000-01-24 , 21:16 , AIR11 , 2000-01-24 , 23:06
LEG_24_11 , AIR8 , 2000-01-24 , 12:40 , BASE1 , 2000-01-24 , 14:30
LEG_24_12 , BASE1 , 2000-01-24 , 15:24 , AIR9 , 2000-01-24 , 18:32
LEG_24_13 , BASE1 , 2000-01-24 , 18:30 , AIR9 , 2000-01-24 , 21:36
LEG_24_14 , AIR10 , 2000-01-24 , 14:20 , BASE1 , 2000-01-24 , 16:49
LEG_24_15 , AIR9 , 2000-01-24 , 17:05 , BASE2 , 2000-01-24 , 19:44
LEG_24_16 , BASE2 , 2000-01-24 , 21:06 , AIR4 , 2000-01-24 , 22:06
LEG_24_17 , BASE2 , 2000-01-24 , 00:59 , AIR2 , 2000-01-24 , 01:52
LEG_24_18 , AIR2 , 2000-01-24 , 19:30 , BASE1 , 2000-01-24 , 20:54
LEG_24_19 , BASE1 , 2000-01-24 , 22:01 , AIR10 , 2000-01-25 , 00:47
LEG_24_20 , BASE3 , 2000-01-24 , 14:05 , AIR9 , 2000-01-24 , 15:55
LEG_24_21 , AIR9 , 2000-01-24 , 19:20 , BASE3 , 2000-01-24 , 21:18
LEG_24_22 , AIR9 , 2000-01-24 , 23:05 , BASE3 , 2000-01-25 , 00:58
LEG_24_23 , BASE2 , 2000-01-24 , 17:47 , AIR2 , 2000-01-24 , 18:34
LEG_24_24 , AIR6 , 2000-01-24 , 14:00 , BASE2 , 2000-01-24 , 16:41
LEG_24_25 , BASE3 , 2000-01-24 , 22:20 , AIR6 , 2000-01-25 , 00:21
LEG_24_26 , AIR2 , 2000-01-24 , 11:10 , BASE2 , 2000-01-24 , 11:57
LEG_24_27 , BASE2 , 2000-01-24 , 13:12 , AIR17 , 2000-01-24 , 14:25
LEG_24_28 , AIR17 , 2000-01-24 , 15:40 , BASE2 , 2000-01-24 , 16:54
LEG_24_29 , BASE2 , 2000-01-24 , 17:56 , AIR5 , 2000-01-24 , 19:10
LEG_24_30 , BASE2 , 2000-01-24 , 16:13 , AIR3 , 2000-01-24 , 16:59
LEG_24_31 , BASE2 , 2000-01-24 , 23:26 , AIR8 , 2000-01-25 , 02:33
LEG_24_32 , AIR2 , 2000-01-24 , 21:00 , BASE2 , 2000-01-24 , 21:51
LEG_24_33 , AIR11 , 2000-01-24 , 00:00 , BASE2 , 2000-01-24 , 01:55
LEG_25_0 , AIR3 , 2000-01-25 , 17:45 , BASE2 , 2000-01-25 , 18:27
LEG_25_1 , BASE2 , 2000-01-25 , 19:24 , AIR2 , 2000-01-25 , 20:15
LEG_25_2 , AIR13 , 2000-01-25 , 13:20 , BASE2 , 2000-01-25 , 15:18
LEG_25_3 , BASE2 , 2000-01-25 , 10:41 , AIR13 , 2000-01-25 , 12:22
LEG_25_4 , AIR5 , 2000-01-25 , 20:35 , BASE2 , 2000-01-25 , 21:49
LEG_25_5 , BASE2 , 2000-01-25 , 23:11 , AIR4 , 2000-01-26 , 00:22
LEG_25_6 , AIR4 , 2000-01-25 , 23:00 , BASE2 , 2000-01-26 , 00:09
LEG_25_7 , BASE2 , 2000-01-25 , 14:21 , AIR6 , 2000-01-25 , 16:54
LEG_25_8 , AIR4 , 2000-01-25 , 12:20 , BASE2 , 2000-01-25 , 13:26
LEG_25_9 , AIR6 , 2000-01-25 , 17:40 , BASE2 , 2000-01-25 , 20:23
LEG_25_10 , BASE2 , 2000-01-25 , 21:16 , AIR11 , 2000-01-25 , 23:06
LEG_25_11 , AIR8 , 2000-01-25 , 12:40 , BASE1 , 2000-01-25 , 14:30
LEG_25_12 , BASE1 , 2000-01-25 , 15:24 , AIR9 , 2000-01-25 , 18:32
LEG_25_13 , BASE1 , 2000-01-25 , 18:30 , AIR9 , 2000-01-25 , 21:36
LEG_25_14 , AIR10 , 2000-01-25 , 14:20 , BASE1 , 2000-01-25 , 16:49
LEG_25_15 , AIR9 , 2000-01-25 , 17:05 , BASE2 , 2000-01-25 , 19:44
LEG_25_16 , BASE2 , 2000-01-25 , 21:06 , AIR4 , 2000-01-25 , 22:06
LEG_25_17 , BASE2 , 2000-01-25 , 00:59 , AIR2 , 2000-01-25 , 01:52
LEG_25_18 , AIR2 , 2000-01-25 , 19:30 , BASE1 , 2000-01-25 , 20:54
LEG_25_19 , BASE1 , 2000-01-25 , 22:01 , AIR10 , 2000-01-26 , 00:47
LEG_25_20 , BASE3 , 2000-01-25 , 14:05 , AIR9 , 2000-01-25 , 15:55
LEG_25_21 , AIR9 , 2000-01-25 , 19:20 , BASE3 , 2000-01-25 , 21:18
LEG_25_22 , AIR9 , 2000-01-25 , 23:05 , BASE3 , 2000-01-26 , 00:58
LEG_25_23 , BASE2 , 2000-01-25 , 17:47 , AIR2 , 2000-01-25 , 18:34
LEG_25_24 , AIR6 , 2000-01-25 , 14:00 , BASE2 , 2000-01-25 , 16:41
LEG_25_25 , BASE3 , 2000-01-25 , 22:20 , AIR6 , 2000-01-26 , 00:21
LEG_25_26 , AIR2 , 2000-01-25 , 11:10 , BASE2 , 2000-01-25 , 11:57
